team,reference_date,behavior_window_start,behavior_window_end,matches_available_all_time,matches_used_recent,oldest_match_used,latest_match_used,behavior_config_name,n_matches,weighted_goals_for,weighted_goals_for_raw,weighted_goals_for_adjusted,weighted_goals_against,weighted_goals_against_raw,weighted_goals_against_adjusted,weighted_goal_difference,all_time_goals_for,all_time_goals_against,attack_index,attack_index_raw,attack_index_adjusted_old,attack_index_adjusted,attack_index_residual,attack_index_final,defense_index,defense_index_raw,defense_index_adjusted_old,defense_index_adjusted,defense_index_residual,defense_index_final,weighted_goal_for_residual,weighted_goal_against_residual,weighted_result_residual,residual_coverage_recent,recent_form_index,weighted_btts_rate,weighted_over_2_5_rate,clean_sheet_rate,failed_to_score_rate,environment_response_index,environment_sample_size,attack_data_quality,defense_data_quality,form_data_quality,environment_data_quality,overall_data_quality,behavior_warning,sample_size_warning,staleness_warning,opponent_quality_warning,mean_opponent_elo_recent,median_opponent_elo_recent,min_opponent_elo_recent,max_opponent_elo_recent,opponent_elo_coverage_recent,strong_opponent_match_count,weak_opponent_match_count,schedule_strength_label,schedule_strength_warning,opponent_adjustment_warning,residual_warning,last_updated
Trinidad and Tobago,2026-06-21,2022-06-21,2026-06-21,753,40,2023-07-02,2026-06-09,calibrated_4y_40m_hl365,40,1.297,1.291,1.297,1.779,1.87,1.779,-0.482,1.684,1.337,0.522,0.518,0.521,0.521,0.529,0.522,0.29,0.277,0.301,0.301,0.323,0.29,0.088,0.532,-0.029,1.0,0.309,0.579,0.659,0.152,0.329,0.5,0,high,high,high,none,high,Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1594.68,1618.037,1194.438,1885.655,1.0,9,4,average,,,Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
Tunisia,2026-06-21,2022-06-21,2026-06-21,679,40,2023-11-17,2026-06-14,calibrated_4y_40m_hl365,40,1.528,1.483,1.528,1.176,1.215,1.176,0.352,1.436,1.024,0.556,0.589,0.604,0.604,0.479,0.556,0.507,0.541,0.556,0.556,0.427,0.507,-0.063,0.218,-0.101,1.0,0.508,0.426,0.503,0.422,0.218,0.5,0,high,high,high,none,high,Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1574.791,1539.532,1200.286,1972.099,1.0,9,2,average,,,Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Turkey,2026-06-21,2022-06-21,2026-06-21,644,40,2023-03-28,2026-06-19,calibrated_4y_40m_hl365,40,1.624,1.508,1.624,1.004,1.139,1.004,0.62,1.396,1.408,0.557,0.567,0.62,0.62,0.535,0.557,0.512,0.512,0.558,0.558,0.511,0.512,0.105,-0.033,0.011,1.0,0.608,0.377,0.48,0.341,0.342,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1743.748,1742.144,1383.272,2114.873,1.0,25,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Turkmenistan,2026-06-21,2022-06-21,2026-06-21,175,19,2023-03-23,2025-11-18,calibrated_4y_40m_hl365,19,1.385,1.623,1.385,1.352,1.229,1.352,0.033,1.514,1.52,0.599,0.633,0.539,0.539,0.518,0.599,0.472,0.462,0.441,0.441,0.497,0.472,0.054,0.009,-0.014,1.0,0.498,0.669,0.699,0.05,0.315,0.5,0,moderate,moderate,moderate,none,moderate,Attack index reduced after opponent-quality adjustment.,,,,1476.17,1479.415,1062.813,1855.114,1.0,4,6,average,,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Turks and Caicos Islands,2026-06-21,2022-06-21,2026-06-21,52,14,2023-03-25,2025-08-16,calibrated_4y_40m_hl365,14,0.977,1.126,0.977,2.028,1.788,2.028,-1.051,1.0,3.596,0.455,0.462,0.394,0.394,0.439,0.455,0.305,0.27,0.201,0.201,0.388,0.305,-0.184,0.335,0.019,1.0,0.317,0.601,0.553,0.063,0.381,0.5,0,low,low,low,none,low,Recent goals-against differs from all-time by -1.57.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1152.984,1078.783,1001.234,1469.458,1.0,0,13,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Tuvalu,2026-06-21,2022-06-21,2026-06-21,39,4,2023-11-17,2023-11-30,calibrated_4y_40m_hl365,4,1.579,2.027,1.579,2.052,1.982,2.052,-0.473,1.154,5.333,0.655,0.62,0.483,0.483,0.737,0.655,0.257,0.301,0.273,0.273,0.153,0.257,0.71,1.041,0.073,1.0,0.392,0.254,1.0,0.2,0.493,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 934 days before reference date.; Recent goals-against differs from all-time by -3.28.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 934 days before reference date.,,1321.885,1327.115,1122.894,1510.418,1.0,0,2,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Two Sicilies,2026-06-21,2022-06-21,2026-06-21,6,2,2023-07-01,2023-07-02,calibrated_4y_40m_hl365,2,0.509,0.499,0.509,3.472,3.501,3.472,-2.963,0.5,3.0,0.235,0.241,0.246,0.246,0.221,0.235,0.0,0.0,0.0,0.0,0.0,0.0,-0.838,3.637,-0.437,1.0,0.0,0.499,1.0,0.0,0.501,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 1085 days before reference date.; Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 1085 days before reference date.,,1487.075,1487.075,1443.067,1531.082,1.0,0,0,average,,,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Uganda,2026-06-21,2022-06-21,2026-06-21,685,34,2022-09-21,2025-12-30,calibrated_4y_40m_hl365,34,1.279,1.304,1.279,1.212,1.333,1.212,0.067,1.504,1.181,0.535,0.562,0.552,0.552,0.47,0.535,0.489,0.478,0.503,0.503,0.514,0.489,-0.091,-0.041,0.016,1.0,0.46,0.489,0.54,0.373,0.11,0.5,0,high,high,high,none,high,,,,,1511.436,1479.308,1097.923,1887.153,1.0,7,5,average,,,,2026-06-20T23:36:25+00:00
Ukraine,2026-06-21,2022-06-21,2026-06-21,338,40,2022-09-21,2026-06-07,calibrated_4y_40m_hl365,40,1.524,1.418,1.524,1.461,1.666,1.461,0.063,1.405,1.059,0.563,0.593,0.642,0.642,0.495,0.563,0.361,0.358,0.419,0.419,0.369,0.361,-0.015,0.392,-0.048,1.0,0.504,0.591,0.613,0.257,0.214,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1711.833,1707.836,1297.001,2027.933,1.0,22,2,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
United Arab Emirates,2026-06-21,2022-06-21,2026-06-21,612,40,2023-03-25,2025-12-15,calibrated_4y_40m_hl365,40,1.41,1.372,1.41,1.053,1.17,1.053,0.358,1.417,1.242,0.545,0.565,0.589,0.589,0.498,0.545,0.498,0.473,0.504,0.504,0.556,0.498,-0.007,-0.169,-0.019,1.0,0.446,0.71,0.544,0.167,0.171,0.5,0,moderate,moderate,moderate,none,moderate,Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1591.433,1611.043,1158.3,1891.63,1.0,13,5,average,,Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
United Koreans in Japan,2026-06-21,2022-06-21,2026-06-21,12,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.667,0.917,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
United States,2026-06-21,2022-06-21,2026-06-21,792,40,2023-11-16,2026-06-19,calibrated_4y_40m_hl365,40,2.26,2.038,2.26,0.996,1.159,0.996,1.264,1.523,1.324,0.765,0.781,0.88,0.88,0.73,0.765,0.509,0.497,0.556,0.556,0.538,0.509,0.691,-0.115,0.093,1.0,0.719,0.602,0.64,0.339,0.108,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1788.967,1799.287,1541.013,2014.91,1.0,30,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
United States Virgin Islands,2026-06-21,2022-06-21,2026-06-21,78,16,2023-03-25,2026-03-28,calibrated_4y_40m_hl365,16,1.541,1.687,1.541,2.171,1.862,2.171,-0.63,0.692,3.782,0.629,0.576,0.497,0.497,0.754,0.629,0.295,0.243,0.152,0.152,0.416,0.295,0.762,0.251,0.126,1.0,0.311,0.538,0.6,0.138,0.353,0.5,0,moderate,moderate,moderate,none,moderate,Recent goals-against differs from all-time by -1.61.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1204.688,1176.483,1064.871,1500.0,1.0,0,14,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Uruguay,2026-06-21,2022-06-21,2026-06-21,971,40,2023-03-24,2026-06-15,calibrated_4y_40m_hl365,40,1.2,1.041,1.2,0.642,0.735,0.642,0.559,1.581,1.214,0.401,0.431,0.499,0.499,0.33,0.401,0.666,0.676,0.719,0.719,0.643,0.666,-0.509,-0.428,-0.081,1.0,0.481,0.408,0.238,0.538,0.39,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1791.83,1783.233,1441.337,2084.309,1.0,31,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Uzbekistan,2026-06-21,2022-06-21,2026-06-21,355,40,2023-06-14,2026-06-17,calibrated_4y_40m_hl365,40,1.421,1.308,1.421,0.932,1.101,0.932,0.489,1.73,1.118,0.515,0.544,0.595,0.595,0.449,0.515,0.555,0.551,0.61,0.61,0.564,0.555,-0.154,-0.191,-0.025,1.0,0.501,0.476,0.522,0.518,0.265,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1649.909,1663.107,1294.081,1949.313,1.0,18,2,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Vanuatu,2026-06-21,2022-06-21,2026-06-21,214,26,2022-09-24,2026-06-06,calibrated_4y_40m_hl365,26,1.455,1.48,1.455,1.685,1.699,1.685,-0.23,1.883,2.15,0.614,0.634,0.625,0.625,0.568,0.614,0.334,0.339,0.345,0.345,0.323,0.334,0.204,0.531,0.096,1.0,0.485,0.629,0.7,0.169,0.202,0.5,0,high,high,high,none,high,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1510.095,1533.933,978.029,1751.422,1.0,3,3,average,,,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Vatican City,2026-06-21,2022-06-21,2026-06-21,8,0,,,calibrated_4y_40m_hl365,0,,,,,,,,0.75,2.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Venezuela,2026-06-21,2022-06-21,2026-06-21,460,40,2022-09-22,2026-06-09,calibrated_4y_40m_hl365,40,1.419,1.246,1.419,1.207,1.38,1.207,0.213,1.05,1.861,0.497,0.497,0.573,0.573,0.497,0.497,0.47,0.46,0.526,0.526,0.493,0.47,-0.008,0.02,0.041,1.0,0.434,0.432,0.454,0.415,0.334,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,,,,1790.888,1773.541,1541.57,2082.023,1.0,29,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Vietnam,2026-06-21,2022-06-21,2026-06-21,297,40,2022-12-30,2026-03-26,calibrated_4y_40m_hl365,40,1.652,1.891,1.652,1.075,1.061,1.075,0.576,1.646,1.367,0.683,0.721,0.621,0.621,0.595,0.683,0.567,0.585,0.558,0.558,0.524,0.567,0.284,-0.073,0.03,1.0,0.596,0.38,0.591,0.362,0.179,0.5,0,high,high,high,none,high,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,,,,1425.153,1438.26,1030.146,1925.505,1.0,5,16,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Vietnam Republic,2026-06-21,2022-06-21,2026-06-21,195,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.867,1.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Wales,2026-06-21,2022-06-21,2026-06-21,726,39,2022-09-22,2026-06-06,calibrated_4y_40m_hl365,39,1.638,1.6,1.638,1.092,1.25,1.092,0.546,1.253,1.598,0.607,0.63,0.653,0.653,0.553,0.607,0.496,0.504,0.534,0.534,0.476,0.496,0.158,0.071,-0.081,1.0,0.49,0.64,0.46,0.259,0.141,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Defense index increased after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1640.466,1646.378,1048.353,2014.288,1.0,17,4,strong,Recent schedule skews toward strong opponents.,Defense index increased after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Wallis Islands and Futuna,2026-06-21,2022-06-21,2026-06-21,24,0,,,calibrated_4y_40m_hl365,0,,,,,,,,0.958,4.542,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
West Papua,2026-06-21,2022-06-21,2026-06-21,2,1,2022-11-13,2022-11-13,calibrated_4y_40m_hl365,1,0.917,1.0,0.917,1.09,1.0,1.09,-0.173,1.5,4.5,0.434,0.483,0.443,0.443,0.321,0.434,0.537,0.526,0.509,0.509,0.562,0.537,-0.536,-0.186,-0.205,1.0,0.26,1.0,0.0,0.0,0.0,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 1316 days before reference date.; Recent goals-against differs from all-time by -3.41.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 1316 days before reference date.,,1367.588,1367.588,1367.588,1367.588,1.0,0,0,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Western Armenia,2026-06-21,2022-06-21,2026-06-21,16,0,,,calibrated_4y_40m_hl365,0,,,,,,,,2.125,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Western Australia,2026-06-21,2022-06-21,2026-06-21,32,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.969,2.344,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
